"business_id","categories","city","date","entropy","industry","name","negative","negativity","positive","positivity","review_id","stars","state","text","Topic 1","Topic 2","Topic 3","type","user_id","votes_cool","votes_funny","votes_useful","wordsLength"
"09op0x7OYGvGprwoDbgfrg","Banks & Credit Unions,Financial Services","Litchfield Park","2014-07-09",0.289698560654811,"Banking","Chase Bank",0,0,3,0.1875,"adZ_rXy_v1SlwKVyXato7Q",4,"AZ","Earlier today, the teller gave me money  so I left the bank swiftly, like  Spiderman eating a peanut butter sandwich living happily ever after, the rest of my day.",0.433764045382046,0.430360736342404,0.135875218275549,"review","ehdd2YgjurMHao3CC5nNzw",1,1,1,16
"1Cf_HSId3TXoQqroFQxwjg","Banks & Credit Unions,Financial Services","Las Vegas","2013-04-08",0.324741671090226,"Banking","Chase Bank",3,0.12,2,0.08,"EfeOz3KoseCLHljB3UofyA",3,"NV","I am not a fan of going to the bank, so service is key to get me in and out as quickly as possible. My experiences here have been fairly painless although I dread having to park here. They are located near a very high traffic entrance to the complex so no matter where you park you it can be a big pain in the butt. Overall, this is a pretty basic bank.",0.10379007629187,0.642565927598325,0.253643996109805,"review","ia1nTRAQEaFWv0cwADeK7g",2,0,1,25
"1EnMK0EMcRJrzVtB-feNXQ","Banks & Credit Unions,Financial Services","Scottsdale","2010-09-25",0.240589446921912,"Banking","Bank of America",0,0,0,0,"4wD8gEfslPpbtApwaLv-0A",2,"AZ","Has been our bank branch for 20 years. Hard to get to see a personal banker so we use the B of A up the street in Raintree and 101.",0.333146375533196,0.333336524824173,0.333517099642631,"review","xuIeFhoebXnwnO41wu1UXg",0,0,1,10
"1EnMK0EMcRJrzVtB-feNXQ","Banks & Credit Unions,Financial Services","Scottsdale","2011-03-01",0.344788212790365,"Banking","Bank of America",4,0.129032258064516,7,0.225806451612903,"NIrUGmarJPg5fvb0d1AusQ",3,"AZ","This is our local B of A which we like a great deal. The one major drawback is the size and location of the branch. 

During the 11 till 2 pm high traffic hours I try to avoid it like the plague. Parking, and just getting into the lot is a bear. That said, the folks who work there are very friendly and helpful and is the reason I'm giving them 4 stars instead of 3 stars. 

Too bad they cannot move the branch about 30 feet north or enlarge their present local!",0.183268257984256,0.0739484998026656,0.742783242213078,"review","1BW2HC851fJKPfJeQxjkTA",1,1,1,31
"1EnMK0EMcRJrzVtB-feNXQ","Banks & Credit Unions,Financial Services","Scottsdale","2012-09-07",0.412089815093158,"Banking","Bank of America",3,0.0461538461538462,12,0.184615384615385,"N2qS2JYxpeteBxy7c-82rQ",1,"AZ","Bank of America customer for a decade until a few months ago. This particular branch is less than warming, as have most of my experiences been with BofA. Granted, not all experiences were bad. The time I went in to close my account the banker was relatively nice, although obviously bored. The last time, today, was after I went in to discuss my recently deceased father's account. (I have been working with another branch - 20th st and Camelback - they are GREAT, friendly, kind people to work with). Without going into more detail, the lady I talked to at the Raintree location was quick to point out how unhelpful they would be since I was no longer an account holder and I had just closed his account. Nor did she want to look into anything or offer any other options than get out and good luck. She was very good a pointing out what I could do if I did have an account with them though and all the hoops I'm going to have to jump through now that I didn't. All with a smile on her face. Condescending customer service. Take your business elsewhere.",0.11953931283467,0.831744051588021,0.0487166355773083,"review","ZVSLkEjNpMALZPpCSDjHSg",2,1,2,65
"1EnMK0EMcRJrzVtB-feNXQ","Banks & Credit Unions,Financial Services","Scottsdale","2014-09-16",0.380079261766347,"Banking","Bank of America",1,0.0263157894736842,8,0.210526315789474,"YDn4HBazzatjk7YVVn6x0g",1,"AZ","Went into this particular branch for the first time, mostly because of the convenience, being located near the on/off ramps to the Loop 101. Initially found the atmosphere pleasant due to overall cleanliness and presentation but, then I decided to interact with the employees there. The teller that helped me came off as rude, abrasive and ignorant of the idea that their job is to relay a good customer service experience while helping me with my request.  Needless to say I won't be coming back here anytime soon and was happy when my business had concluded, left more annoyed than anything else.",0.0887364666973717,0.839109337026229,0.0721541962763993,"review","_6hERqcDOL6OlBcS18RnwA",0,0,1,38
"1p4h8gmcHVzl-C85BjVPoA","Banks & Credit Unions,Financial Services","Las Vegas","2013-08-16",0.289698560654811,"Banking","Chase Bank",1,0.0625,3,0.1875,"9yM6He6rQdlVxNkH3qLk_g",5,"NV","Never wait more than 5 minutes to work with a personal banker (Marco, Amanda, and Frank great), very friendly tellers, no one is in a rush here, fully staffed properly to spend time answering questions and helping!",0.114450809149533,0.771668454169861,0.113880736680606,"review","orvBSPKN4n74rUmp_FNl0g",0,0,1,16
"1YKqUuhUTKIcfBkG4tiNng","Banks & Credit Unions,Financial Services","Las Vegas","2011-01-13",0.458237029699741,"Banking","Wells Fargo Bank",6,0.058252427184466,10,0.0970873786407767,"0PV1wEhkWYWxY8BK9M3lxw",1,"NV","I'm sorry for causing the 5-star rating to go down, but I had a bad experience here. A while ago, I came to this branch just to deposit a check. I don't know what it is with the Wells Fargo branches in Las Vegas, but there seems to be a serious lack of envelope-free ATMs here. I guess I was spoiled when living in Southern California. I rarely had to step into the bank because any check deposited through those envelope-free ATMs would post to your account the same day and the funds would be available immediately.

Anyway, I'll be nice and not name the teller and personal banker that helped me that day. They were trying to get me to open another account with them. I had to stand there and listen to them explain how every customer should have 5-6 different accounts under their name because of security reasons, all those scams going on, etc., etc. Don't get me wrong, I understand what they were trying to say and believe me, if I was a millionaire and had nothing better to do, I would love to put all that money in 10 different accounts. But it was a busy day for me, I had tons of stuff to do, and I really didn't have time to hang out at the bank. So I politely declined, thanked them for the information and told them that I would definitely keep that in mind. A few days later I noticed that they opened 2 new accounts under my name without my permission! WTF?! I called the branch and talked to the manager. She was actually very nice, apologized to me, got everything resolved and told me that she would have a talk with those two employees.  

That's scary knowing that they have shady employees here, so watch out! I'm avoiding this branch forever!",0.368001240610389,0.485201134349055,0.146797625040555,"review","_lmMNw0STDLEI1_qEro6Mg",0,0,2,103
"1YKqUuhUTKIcfBkG4tiNng","Banks & Credit Unions,Financial Services","Las Vegas","2012-06-07",0.217273920491108,"Banking","Wells Fargo Bank",1,0.125,2,0.25,"Mr7MJBdqhH_Cyem9AfknfQ",1,"NV","can chew on what's left of me down there.  There were like 8 people working and one person ahead of me in line and i spent a half hour there.",0.364895338750979,0.22618764620663,0.408917015042391,"review","c8D1QdEsFTrL96yb7OyGww",1,1,1,8
"1YKqUuhUTKIcfBkG4tiNng","Banks & Credit Unions,Financial Services","Las Vegas","2013-06-11",0.350551476365357,"Banking","Wells Fargo Bank",1,0.0333333333333333,1,0.0333333333333333,"n7V3iohrvi8s2dVvYlq18A",3,"NV","This was the first Wells Fargo bank at which I did business when I moved to Nevada.  At that time, it was the branch most west and was the most convenient.  That's no longer the case and I rarely go here.

This is an OK place to stop to use the ATM, but depending on your direction, it can be a bit dicey getting back on your way.  Sahara and Rainbow is a busy intersection.

I can't really say what it's like to go inside anymore because I haven't done that.  This branch merits an OK and nothing more.",0.103052298674997,0.168242516756634,0.72870518456837,"review","Iu3Jo9ROp2IWC9FwtWOaUQ",2,1,4,30
"2iydMtMUmhA3vJMgWE8Evg","Banks & Credit Unions,Financial Services","Las Vegas","2011-10-17",0.409770095233268,"Banking","Wells Fargo Bank",6,0.0909090909090909,4,0.0606060606060606,"nRfjrstHBTkUIovOspnJpw",4,"NV","I didn't really think I'd ever be reviewing a bank, but this is the bank I frequent the most out of all the Wells Fargo's in Vegas. My checking account and savings account are through them. Although I am seriously considering switching all my finances over to USAA in the near future, I must say I don't mind Wells Fargo for now. They're doing all right for me, as far as big, corporatized banks go.

This one is small, located next to Albertsons and CVS Pharmacy. It can be busy, but they do tend to have plenty of tellers to compensate for when it does get a bit crazy. 

I've noticed many of the employees here recognize me since I have been coming in to deposit my checks for awhile. The ones that do recognize me are always very nice and chit-chatty. They also tend to welcome you when you walk in and bid you a farewell when you leave. It's pretty nice of them and it's a nice change from hearing about how bad banks are. At least the employees at the banks can make you feel happy about coming somewhere to put your monies!",0.549663253601795,0.244579995706802,0.205756750691403,"review","EjhVxYFeMUYimoImjMduzQ",1,0,1,66
"2iydMtMUmhA3vJMgWE8Evg","Banks & Credit Unions,Financial Services","Las Vegas","2013-03-27",0.374575031224762,"Banking","Wells Fargo Bank",6,0.15,5,0.125,"Wyw0qS0_gDUeMuvWlv23bg",5,"NV","What can I say about this bank?  The cashiers are nice.  The managers never fail to say hi to you, unless they are busy with a customer.  However, I hardly go inside as I have automatic deposit set up or, I use the A.T.M. for my transactions.  

The only problem I have with this location is exactly that, it's location.  It's in the Albertson's center and there are transients out there who wait for you to withdraw some cash and brazenly ask you for a $20.  Crazy!!!  But, it is what it is.  I just look at them and with a calm and cool voice tell them, ""No... sorry""  and if they persist, my voice becomes a little more stern and a ""Get away from me!"" will usually do the trick.

But, I have never had any problems with this bank...",0.0671026886183971,0.761823534964035,0.171073776417568,"review","QT0IMyO8ktSq3PD9Z0Hf7w",1,0,1,40
"2KAOVu8cloYC7xC6IGFGIQ","Banks & Credit Unions,Financial Services","Phoenix","2014-03-24",0.28131060823472,"Banking","Chase Bank",0,0,5,0.25,"PoHr9KEEx9H6SZEH_lkrLQ",1,"AZ","This was never my choice of bank. They took over my bank years ago. Now they're saying other people can't make cash deposits to my account. What kind of bank doesn't accept cash? So I'm out. Wells Fargo was very friendly when I opened my account with them.",0.397664498671642,0.107028987967582,0.495306513360777,"review","Jrx1fLr5JdqgHdIfMT7wag",0,0,2,20
"2KAOVu8cloYC7xC6IGFGIQ","Banks & Credit Unions,Financial Services","Phoenix","2014-08-09",0.333642625675196,"Banking","Chase Bank",3,0.0789473684210526,8,0.210526315789474,"6EaFmH9odbBaE_EmPQmVSQ",1,"AZ","SAD NEWS. Chase no longer lets others put any amount of cash into another's account. That means, my business partner can't deposit to my account, nor can I deposit $100 to my step-daughters account if she needs some money. THIS IS A TERRIBLE POLICY. Speaking with the manager, this comes from the top. There is no work-arounds. Even with ID, only the account holder may deposit CASH to their account. TERRIBLE CUSTOMER SERVICE from the TOP MANAGEMENT, I have only compliments for the local branch Manager.",0.137271942205785,0.70069865752299,0.162029400271225,"review","bVZ4dcaJGLFmfkhgdPEpSg",0,0,1,38
"2lQKC2POefw8cOuX3T2HqA","Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate","Las Vegas","2012-02-21",0.350288411181556,"Banking","Bank of America",1,0.0277777777777778,4,0.111111111111111,"lKC6r29eZSZR6J-qU9HGHg",4,"NV","Service: Their service here is great. I'm a regular here and I really appreciate how they remember my name. They're really nice and they also offer more accounts and etc to up sale. Thank god they don't do that to me anymore because it started to get annoying lol 

Location: This Bank of America is close to street in the parking lot. The drive through ATM is kind of hard to get into when your coming in from the street. Be careful in this parking lot people drive like nuts!",0.074100320265375,0.349027591561362,0.576872088173263,"review","sLxyYIYCorS-pTtUU4VLuw",1,0,1,36
"3f0jwMOsWg_PHKVLKP2mTA","Banks & Credit Unions,Financial Services","Scottsdale","2008-07-10",0.456463513291446,"Banking","Wells Fargo Bank",8,0.0860215053763441,6,0.0645161290322581,"CZGtPjVel_owcYZFyJch5g",1,"AZ","I loathe Wells Fargo.

Long lines, huge hassles, and employees not fit to be working at a fast food joint.  I had a nice employee once.  Literally, once.  Every other time, my transactions are brutally trying.

I closed my personal account years ago after getting the run-around at their downtown Glendale location.

When I opened an account for my class at this particular location (only because I had to), the business accounts employee looked mortified when I handed her a couple hundred dollars in cash to deposit.  And she almost wouldn't take the change because it wasn't in rolls until I explained the idiocy of asking me to do this when there wasn't enough of each coin to make a complete roll.  Then, she kept miscounting the amount and telling me my deposit number was wrong because she couldn't understand the concept of a $2 bill.  Thankfully, she's not there anymore because she got promoted. Yup, promoted.

I had to call the 800-number to try to get an untrustworthy person's credit cards canceled on one of our accounts.  Guess what they told me?  That they couldn't cancel him unless they had the number on the card, but we didn't have the cards with the numbers on them in our possession, thus the reason behind wanting them canceled.  After I pointed out the ridiculousness of this policy all I got was ""I'm sorry, there's nothing I can do.""

Grrrr! I could go on and on because every transaction at Wells Fargo has been somewhere between aggravating and enraging.",0.65619370916663,0.171954674201464,0.171851616631906,"review","SBbftLzfYYKItOMFwOTIJg",1,1,4,93
"3f0jwMOsWg_PHKVLKP2mTA","Banks & Credit Unions,Financial Services","Scottsdale","2010-08-03",0.420127117536495,"Banking","Wells Fargo Bank",9,0.116883116883117,5,0.0649350649350649,"rcF-Aik4JB-wXM3CtPdIQA",1,"AZ","I hate dealing with this bank.  I've never liked their predatory lending practices and everything is a hassle; the wait times are always awful.  I would rather have dental work than to continue doing business with these people. The final straw with these idiots was today.  Wells Fargo issued me a refund check for $27.00 in the form of a cashier's check for an overpayment I made.  I went to this branch and besides waiting in the usual horrendous line because they have 2 people working the teller counter, I was forced to wait 25 minutes for them validate their own check.  They had to call a number of people to make sure my $27 was cleared.  At one point the manager came out, who didn't bother to apologize for making me stand there at the teller counter for 25 minutes while they fumbled with researching their own check.

Wells Fargo -- fumble with your back office shenanigans on your own time.  I don't want to wait for 25 minutes to deposit a check into my own account.  At least they didn't try to sell me anything this time... I suppose I should be grateful for that.",0.331822618425027,0.637354730681917,0.0308226508930558,"review","7tA04v45dzG8tADZGLrCzA",0,0,1,77
"3f0jwMOsWg_PHKVLKP2mTA","Banks & Credit Unions,Financial Services","Scottsdale","2010-09-14",0.398200242871166,"Banking","Wells Fargo Bank",7,0.0985915492957746,7,0.0985915492957746,"kMpGGk6VRFnSurUiIUbZrw",1,"AZ","I hate, HATE, HATE, LOATHE  WELLS FARGO...TODAY I tried to cancel an automatic bimonthly transfer from WF checking to an other savings account online that I had set up with them a few yers ago. Not only that I couldn't cancel this automatic transfer on the online banking site, but when I called to cancel this I was informed that I will be changed $29.00 to stop Payment...What payment it's an Automatic Transfer to a saving account. When asked to speak with a higher up, I was told they are too busy for a customer who has been banking with them for the last 7 years. She said that I should go ahead and Stop the transfer and then dispute the $29.00 after I was already charged for it AND THEY ALREADY HAVE MY MONEY....Of course i got NO guarantess that they would credit me for that...THEY ARE ROBBING THEIR CUSTOMERS BLIND, I TELL YOU BLIND...
And you have to set up/ link a Savings account with them, but seems I can't ever save becasue they keep charging me for the saving account...
RIPP OFF. AS SOON AS I FIND AN OTHER BANK I'M HISTORY...
Oh yeah their tellers IDIOTS...everywhere.",0.708854008820905,0.181378665641003,0.109767325538092,"review","OlwyJ_TqV7nejNnk9SndEA",1,2,3,71
