"business_id","date","review_id","stars","text","type","user_id","votes_cool","votes_funny","votes_useful","name","categories","city","state","industry"
"-_LReJW6VV2RBIPS_TaZWQ","2013-09-30","r8OSJThTP5H8r_YKUx-UHQ",4,"Why do I always forget about this place? JC Penney's is great for stylish clothing, shoes, and home needs. This location remodeled not that long ago, which makes it better than some of the other JCPs out there. You can actually find what your looking for easily with everything being so neat and clean. Also, they have a sephora in the middle of the store! Bonus points!!
I came in looking for a new job interview outfit and JCPs certainly delivered with style and price. I was able to purchase a pencil skirt, blazer, top, and pointy heels all for less than $100! Don't worry JCPs ill try not to forget you ever again! Promise :)","review","J9wVWg6HZ8hDA8L3v3EAcA",2,1,3,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Tempe","AZ","Clothing"
"-_LReJW6VV2RBIPS_TaZWQ","2013-11-12","xFx79rnbipEsj25lQMjiYA",4,"I grew up shopping at JCPenney's and I just can't stop shopping here now that I'm an adult. Yes, a lot has changed at JCP over the past few years, but they still have decent clothing as great prices. I came here specifically looking for a white button down blouse and was not disappointed. Since I can't help but browse, I also found some awesome boots on sale. The employees who assisted me were helpful, despite being swamped with other customers. This location is nice as it is very large and kept rather clean and organized. I can easily navigate between departments and find what I need. Also, the parking is plentiful since it is at Temple Marketplace. Overall, I like coming here and will definitely be back.","review","tHz9cWxwSfcP4qRaPIHvww",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Tempe","AZ","Clothing"
"-_LReJW6VV2RBIPS_TaZWQ","2013-11-13","Bj_dVvEvVkpo00EaQfu5Mw",5,"Kind of expensive.  But I usually just buy the sale items or clearance items. Love getting my 4 year old's clothes for dirt cheap!","review","NQ4ztG-0vyo_HPEDx8Ut7A",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Tempe","AZ","Clothing"
"-_LReJW6VV2RBIPS_TaZWQ","2014-04-20","MLNz8hkOZFXMN4OrpMfapQ",5,"I went to the Sephora inside this Jcp while i was in town, and the service was great!

The sales girl was really nice and helped me find a great concealer. She also helped me find a foundation match since the color iq ipad couldnt find a match for me. Definitely best service I've experienced @ a Sephora! :)","review","KWDFC6m-dQ2XB6It5SEoQQ",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Tempe","AZ","Clothing"
"-_LReJW6VV2RBIPS_TaZWQ","2014-05-30","hwR_1Hf0DTATuVPTt1fosA",3,"This rating is for the Sephora inside of the JC Penny. It's alright. I normally come here when I don't want to go to Fashion Square. They never have anything in stock though, and sometimes I feel like the sales girls follow me like I'm going to steal something. It is convenient having a Sephora in tempe though and I have encountered a few very helpful sales girls.","review","TvxFC55kyohNh-n-Yy4z5w",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Tempe","AZ","Clothing"
"-_LReJW6VV2RBIPS_TaZWQ","2014-07-07","RxT4suQyDj_NciDgSzjs1A",4,"I can't say much for JCPenney itself, but I constantly get compliments for a shirt I purchased there. A t-shirt that has the pictures and names of all of the characters from the Super Mario Bros. Nintendo game. It was cheap and I am glad I found it. It is constantly a talking point with strangers and someone yesterday asked if they could take a picture of it.","review","o83bBoIE5jWDYHfFlyhLJg",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Tempe","AZ","Clothing"
"-_LReJW6VV2RBIPS_TaZWQ","2014-07-26","d_x2Y0kFYhqO07K_6eUdIw",4,"I hate shopping for dress clothes. This was my second time in 24 hours, because i blundered into spending way too much on clothes i really didn't want to wear the night before. JCPenney to the rescue. They had a great selection at totally easy-to-swallow prices. Ed and Charles, in the men's department, are totally helpful and really made my task way less obnoxious.","review","X2qnYEL5ON1G-2ZPz9lqoA",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Tempe","AZ","Clothing"
"-_LReJW6VV2RBIPS_TaZWQ","2014-08-08","tIEj7f7iQboU0kzcUUrpAQ",3,"Man this place is overpriced. They send out coupons almost weekly. Usually for $10 off $25 and some online coupons. Really nothing that special, and it still doesn't knock the prices down to what you can get at Kohl's. Also, since their fall from grace a few years ago, their big and tall section royally sucks. They stopped carrying St. John's Bay standard colored pocket t-shirts and instead sell their own crappy JCP line which only feature SUPER bright colors. This may seem like a trivial compliant, but the $10 big and tall shirts in earthy tones (and some brighter ones) is what really drew us here for a long time. Now there's either JCP bright colors, or the option to dress like a gangster if you are a male over 6'4 and shopping here. 

Also, I hate the ""boutique"" layout for women. It takes forever to shop and match clothes between brands. Smart strategy, I get it. But when your clothes are not that cute and overpriced, it doesn't entice me. 

Also I signed up for their JCP rewards. If you spend $100 in one month you get a $10 off coupon for the following month. Even though I will NEVER hit that mark, it still irritated me that an employee could not find my reward account in their system so a hefty purchase (a nice pillow) would count toward it. Yet she could still find some of my information. Not sure if it was her incompetence, or that she kept saying the system was messed up and freezes on them a lot. Either way its something they need to fix. When I went to pick up the pillow, another associate that helped me gave me the number of the rewards program to call so I can sort it out with them. Their system couldn't see how close I was to earning the coupon. Seems like a crappy set up to me for the nice make over the place has.","review","UPlbzzIvlbU6CQr55uMzSw",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Tempe","AZ","Clothing"
"-_LReJW6VV2RBIPS_TaZWQ","2014-08-16","hFc2_fVs1vpuXKzA940WJA",4,"Best place for business wear, for work, job interviews, etc. And Levis are always on sale. Make up counter for the girls, casual wear for the guys. Win win. I hope they stick around..","review","NzlVca80ziZxANoTXxHfvQ",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Tempe","AZ","Clothing"
"-7DxAxnXkAlTXUrtByoXAg","2012-08-28","SDoRDRroyBulqZeMfMqFTA",5,"OK, as you can guess I am a fan of online shopping deals.  Well, Brads Deals (check them out) had on the web a few days ago a min-cupcake maker from Kohl's for a great price, so I ordered it... In about 4 days we received the brand new cupcake maker.  Went to the store with the wife and bought some cake mixes and started the process.  The lights came on the machine but no heat (oh no) glad we didn't add milk to the cake mix.  So this morning I returned the cupcake maker to the nearest Kohl's...  ""NO ISSUE"" they exchange the non-working unit for a brand new one off the floor.  Now looking forward to mini-cupcakes tonight... Glad I bought it from a major retailer...","review","Wv8xGhXZTRtj15cQV_7HpQ",0,0,0,"Kohl's Department Stores","Fashion,Shopping,Jewelry,Beauty & Spas,Men's Clothing,Cosmetics & Beauty Supply","Mesa","AZ","Clothing"
"-7DxAxnXkAlTXUrtByoXAg","2013-11-29","Ejw1SoSIaq25rI7B1boiVQ",5,"Good deals! No long lines, staff was helpful! Got to use my kohl bucks and spent almost next to nothing on pjs for Christmas! Happy we stopped by here! Wasn't all crazy everyone was cordial, and was in and out in 20 mins with everything we needed! Store was clean and you could still find where everything was at, happy with this visit! :)","review","gnSy_kgvL5Fk33UOWeWpXg",0,0,0,"Kohl's Department Stores","Fashion,Shopping,Jewelry,Beauty & Spas,Men's Clothing,Cosmetics & Beauty Supply","Mesa","AZ","Clothing"
"-7DxAxnXkAlTXUrtByoXAg","2014-02-20","B3vUgdTCczxROa2enPiSLw",4,"usually have great clearance racks makes their stuff more afforable. never can find staffing though","review","5UAqY_4CELwDR4h0-23Tjw",0,0,0,"Kohl's Department Stores","Fashion,Shopping,Jewelry,Beauty & Spas,Men's Clothing,Cosmetics & Beauty Supply","Mesa","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2011-07-04","qXPvRWNkCd61pG4SM23HJw",3,"JC Penney and Kohls are one of the few place where you can find Dockers at a reasonable price.  We've been coming to Penney's for years and have found theIr employees friendly and very helpful!","review","1BW2HC851fJKPfJeQxjkTA",2,0,2,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2011-09-28","M7Y0kHiBA9CXB11dKv45eQ",4,"When my hubby & I were in high school he got a job here & made me sign up for a credit card. 8 years later & I love having my Penneys card! Aside from all the awesome sales & coupons from JCP, I can use my card at CVS & Sephora.com too. Yesterday I bought 3 tops (all on sale) & used a $15 coupon, bringing my total to $50 & some change. Mind you, all 3 tops were originally $40+. I love saving money just as much as I love spending it!","review","33vUIil_GCaT92aUaZhRXA",2,1,2,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2012-03-02","pbvINuFndDqUm-a1vW4YaA",4,"The new and improved JCP.....first time I visited this locale since it was ""restructured"" I like the open space.....no more clutter anymore with all the 20, 30,40,50, etc....% off sales of racks and racks of clothing. Now however I do miss the chaos somewhat....there were more deals in the past than there seem to be now. Today was 1st Friday which is supposed to be the best deals of the month....however there was not a great selection of items. So because of the lack of selection is why this locale get's only 4 stars.....I truly hope they decide to put more of their items on sale.Eat, Drink, and be Merry my Friends!!!!","review","ky9pQ8AKufvZ63IxR41jGg",0,0,3,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2012-05-18","ibGTnXwA2lhZydvtffQGaQ",4,"I do miss the old days in-which they still used coupons and discounts. I used to come out of there with bags of stuff for extremely cheap. Although there new deals are good, they just aren't what they use to be. All in all, you can't go wrong shopping at this location. The staff are pretty friendly and helpful and it is hardly every overly packed, even on the weekends. Win-win in my book!","review","4E_nPWw89FLFHdNsEgMH-g",1,0,1,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2012-08-27","jtPf_lZtx-ivOdfDKy6WvQ",1,"i simply wanted to order 1 blouse when i was at the store on sunday, august 26th.  they must have kept me at the register for 40 minutes.  no one in the store could figure out how to order a blouse on-line.  i will never ver order at this store again !!!!!

the manager didn't even know how to order !!!!!!!!  i was given no discount.  no reduction.  nothing !!!!!!!

does anybody train the personnel ?  what a waste of my time !","review","f8RwE3UHsFdqlNt2efRdsA",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2013-06-11","vg_SrtrZGByu-UnDASIFMA",5,"Brian in the salon at PV mall is great.  I have been seeing him for several years now and when he puts the ""henna"" in my have, it is the same color every time.  I would recommend Brian to all.","review","KH5RCAj6wmjwpnZiNXtrSw",0,0,1,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2013-08-25","pajt7F-PDc-KXmwu-zk9ug",5,"Annette in optical was super helpful!  Friendly, fast and gave us great advice.  Much better selection of kids glasses & sunglasses frames than at Nationwide Vision.  Can't beat the back to school deal.","review","1diI7PX0AxbbtiUB7nPbuQ",0,0,1,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2013-09-02","iPVZoJxCRPcdLJfxukrbZw",4,"Wish then went back to their great prices all the time pricing structure. But I guess too many people want to wait for sales instead. Still love the place and always find what I need at fair prices.","review","P1VhHOJM8Ps5PszOwmoBvg",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2013-09-19","KarD2ysU13xSxxrI-ULlOQ",4,"Oh, JCP, you so tricksy. I used to be an avid JCPenney shopper - they had great deals and weekend doorbusters. Then they introduced this 'square' pricing. I baulked at this and stopped going. Then on a whim I decided to stop by again and found they have clearance racks galore. I found shorts and tops for $2.99 a pair! Both men and women! It was shocking and I was in a shopping coma. Bed sheets? No prob - $19 for queen sheets. Earrings - yeah, $2. 

Since I hadn't been in the store for a while, I noticed they are doing a lot of upgrades. Cash registers at every corner and fancy touch screens. Even the employees carry around iPods (or some version) and use that to ring purchases up. It was so tech savvy. They were even working on adding a Sephora beauty area.

I really wish this JCP was much closer to where I currently live. I'd be there all the time!","review","tHz9cWxwSfcP4qRaPIHvww",1,1,2,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2013-10-28","2zF8_h4n9icM5kfG0O_Yfw",3,"I'm torn on how to review this particular JCPenney location.  We browsed around a bit and I stopped into the bathroom and unfortunately left my phone in there - which I noticed not even five minutes after I left it.  I asked every worker I could find on the second floor if a phone had been turned in and received mostly the same reaction from each - ""Nothing was turned into me"" and they would walk off.  Not super helpful and no attempt to call other register bases or the office or LP to see if it was turned in anywhere else.

So, eventually I was able to find my fiancee and we walked to a register downstairs which was had an employee that was nice enough to point us to the management office and they had my phone turned in by one of their employees. This probably would have been a much quicker find if the personnel upstairs had made a simple phone call down to the office - but all in all my phone was there and turned in so I can't be too frustrated by the situation.

Once the fiasco was over, we were able to return to shopping, and we found some really great clearance deals in the baby / children section for both our nieces and stocked up on clothes for the holidays on the cheap!  Got about 15 pieces of clearance summer clothing for $27 - can't beat that pricing!

Overall: B
Not the best start, but the deals we found really helped to even out the experience. If you need employee help you might want to go elsewhere, but if you know where you are going and like a good deal - this is the spot!","review","KJDymAcoPiW_vuqthGxfpQ",2,1,2,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2013-12-02","RTjNmJqcPaTuCGTyEaG5_A",1,"JCPenney Portrait Area: DO NOT GET YOUR PHOTOS HERE

This is beyond the WORST service I have ever received in my life. I have been to many portrait studios over the years for Xmas photos, my child's yearly photos, family photos,etc. Never have I ever been so disappointed in my life. 

First off, my appointment was scheduled at 12:20 pm. Not only did I arrive 20 minutes beforehand, but the studio was packed and I was told they were 20 minutes behind schedule. Well guess what, you were an hour behind!!! There were at least 4 groups of people ahead of me and you have only 2 photographers
. 
Second of all, when I patiently waited to have my pictures finally taken, the photographer breezed through it. I had to ask her twice to look at some of the photos and guess what my child's eyes were FUCKING closed. Seriously? You're job is a photographer - she's 6. She's not screaming in your face and she smiles on cue. Why the FUCK can't you make sure she's looking directly at you and her eyes are not shut? Plus, the photographer spent like what? 10 minutes during our session because yes, I know you guys are behind, but wow I'm paying for photos that are going to my family, so have some respect and give me some common courtesy. Unlike the two other moms before me that told you people off I was actually patient sitting there with my child not creating a fuss at the studio. Guess that doesn't work!!! (By the way, those 2 moms didn't even get good photos either).
 
Third of all, when I was done with my session, guess what. No one showed me my pictures. I saw the computers opened and found my name and found, I don't know, maybe 1 out of the 3 pictures I thought was okay. It wasn't even great because if you look through our album, my daughter's eyes were either closed or she wasn't even looking at the camera. And when I was finally done then someone comes over ""Oh no, no one helped you?"" Yeah no shit. And then you try to sell me on more products? My photos are already like shit, why the fuck would I get my Xmas cards from you?!?! I don't even know if I want to use them on my card. I might just go to the park and have a random stranger take a picture of my daughter and I and it would look better than the photos you guys took. 
Needless to say, you guys need to spread out your appointments more. 20 minutes in between sessions with 2 photographers on a week before Thanksgiving? The company should know better. And oh yeah, you guys ALSO ran out of photo CDs so I have to come back in a week to even get my digital images. Thanks a lot!

I would be more pissed off if I paid regular price for this session at all. Luckily I got the $25 JCPenney photo Groupon like most of the moms did and one of the employees actually said that was worth $150?! Haha. Seriously? I just took professional family photos with my daughter for $300 and I had a photographer and assistant for a whole hour with three outfit changes. I will never go here or recommend this place to anyone. In fact, I Yelp on a daily basis and you will be seeing my review up for this store.

Oh yes and I know some of you are probably thinking, well you get what you paid for, but honestly, if you're going to be that bad DON'T PUT YOUR COMPANY ON GROUPON","review","u-M4jMYKXsj-l1BYdyNpRQ",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2014-01-16","tR6JuAkXYpcd1MDteI21og",2,"I dislike the PV Mall and try to avoid it as much as possible but I was on a hunt for a specific pair of Dockers trousers for my husband that I couldn't find at Macy's so I ended up here. 

I interrupted a couple of chatting teenaged sales clerks to find out that Menswear was upstairs. When I located the escalator it was fenced off and out of order so I had to find either the stairs or the elevator. I found out later that the escalator had already been out of order for a couple of weeks! 

The sales guy that attempted to help me was very sweet but he must come to work on a short bus. I told him the style I needed - a 36 waist and 34 inseam. He must have brought me about 6 different pairs , none of which were 36-34. I literally had to ask him if he knew that 38 was not the same as 36!  I finally found the proper pair myself, and they were on sale, so Penney's earned a purchase and a 2nd star. 

I will not be returning voluntarily.","review","VsSPcHeQBoY4J1uf9znDOQ",3,3,3,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2014-05-02","kjygzvv7bxD1yqBk9NKewA",5,"This was my first visit to JC Penny's Optical department. Everyone was very helpful and very knowledgeable. I was able to get a eye exam the same day too. This was my first time ordering progressive lens an in doing so they took their time in explaining and answering any and all my questions. They were very professional and they had a nice selection of frames in all different price ranges and styles.
The plus was they also took my insurance (Cigna vision)","review","WJTIHFIiaf4YKC5dvAmGnQ",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-AW_tud7yzJyyK9jDFQN0g","2014-05-05","ohIvzujsI3P6fcIOiUHDGg",5,"Wide selection of what I was looking for, which the other JCP that's closer to me doesn't. Rosalinda provided excellent customer service!","review","lPCz9sS_5ZvzvJncOPrScQ",0,0,0,"JCPenney","Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture","Phoenix","AZ","Clothing"
"-cKWUXE-16M1R15UOt6sqQ","2009-09-21","zbpF9HWJWnK1hkzE9sMjvg",5,"Went here yesterday to pick up a suit for job interviews.  I was feeling and looking like hell, but Holly made everything so much easier.  She helped me pick out and coordinate the perfect outfit for my interview.  A little steep for the suit jacket ($200), but it looks damn good!","review","Lp_Ykqfbv5Q-oyGYlMGJRg",1,0,4,"Banana Republic","Women's Clothing,Men's Clothing,Fashion,Shopping,Accessories","Scottsdale","AZ","Clothing"
"-cKWUXE-16M1R15UOt6sqQ","2009-10-17","f51xQ7nijIO19eGzvjW_Vg",3,"So, this review is for the fancy pants (no pun intended) shiny NEW BR store in the new wing of Fashion Square. It's supposedly one of their so-called ""concept stores"", which led me to believe it was going to be huge and fabulous. Very exciting, and I have already been twice: once on opening night (free cheap champagne and fabulous people watching, like all of Scottsdale's bad plastic surgery in one place) and once this morning.

This store's layout is supposed to be modeled after one's own closet, which is laughable because if my own closet looked like that I wouldn't be shopping at BR. It's a bunch of little rooms based on ""looks"" - work, casual, etc. That's OK, I guess, but it makes the whole shopping experience somewhat disjointed. I was hoping that they would be carrying a bigger variety of items, but if anything, it's even less than the old store - kind of a bummer. 

It was nice to see that the store was well stocked, and that even after opening day hubbub in our anorexic town, there were smalls and extra-smalls in everything that I wanted to try on. The staff is extremely helpful and responsive, despite the chaos. The fitting rooms are huge, beautifully decorated, and very flatteringly lit. They had wicked deals this weekend - get a $25 card for every $100 you spend - that's pretty good. 

So yeah... big brouhaha for the new store, but really? It wasn't worth the press and the free hooch, but it will be always be a must-go at SFS.","review","UoBfwbXaixelZBghbJ2cSg",3,0,3,"Banana Republic","Women's Clothing,Men's Clothing,Fashion,Shopping,Accessories","Scottsdale","AZ","Clothing"
"-cKWUXE-16M1R15UOt6sqQ","2009-11-13","tYMiTfhqhXLOtOfSyU-F4A",2,"For the new and revamped BR in the new wing...

The design of the store is killer. ""Rooms"" of certain styles are one of the best ideas I've ever seen in retail. It was like shopping in a huge closet. Awesome. That warrants two stars in itself. 

What was NOT awesome were the plethora of bored employees judging people's outfits and disregarding anyone who wasn't wearing all BR. I felt the superficiality of the store was unappealing. The prices were also not parallel to the prices asked in other BR stores or online, but that's probably just the markups you get from having the luxury of renting a space at Fashion Square. Plus, the sale's rack is the size of a small closet. Give me a break.","review","0KXxuKxlspsO6CrDLgQJ-w",0,0,1,"Banana Republic","Women's Clothing,Men's Clothing,Fashion,Shopping,Accessories","Scottsdale","AZ","Clothing"
"-cKWUXE-16M1R15UOt6sqQ","2009-11-15","wAv5s1z7BwLWNBQhxg_BwQ",2,"This whole ""concept"" store layout needs to be just that... a concept somebody considered briefly while hungover, and then appropriately discarded. I've been here enough times now to know that the store is incredibly cramped, difficult to navigate, and at times downright claustrophobic. The kicker was yesterday, when I was trying to get through the twee little rooms without knocking any displays over with either my purse (not huge) or my shopping bags (not excessive in number or size). Impossible! I just wanted to get the F out of there, especially when some toddler started wheeling his own stroller around in a tight area, while his oblivious mother (using that term loosely, mind you) shopped one room over. Um, no thanks. And you know what the kicker is? I almost feel as is their selection got *smaller*. How is that possible?","review","UoBfwbXaixelZBghbJ2cSg",1,0,1,"Banana Republic","Women's Clothing,Men's Clothing,Fashion,Shopping,Accessories","Scottsdale","AZ","Clothing"
