"business_id","date","review_id","stars","type","user_id","votes_cool","votes_funny","votes_useful","name","categories","city","state","industry","sentances","totalSentBING","meanSent","negCount","posCount","percent"
"_doh-sAAPhUy7SvOkK5_lA","2012-10-20","t4DV4xIopU5l9PIMynJYbg",4,"review","QP-MdjpUFejr9apuAWcfQg",0,0,0,"Starbucks","Food,Coffee & Tea","Fitchburg","WI","Coffee",5,5,1,1,3,0.75
"_doh-sAAPhUy7SvOkK5_lA","2012-10-27","yOJyy81G1gdjTA4JXvfbXw",4,"review","Xw64ZWs70dgewmkIXVO-_Q",0,0,0,"Starbucks","Food,Coffee & Tea","Fitchburg","WI","Coffee",3,3,1,1,2,0.666666666666667
"_doh-sAAPhUy7SvOkK5_lA","2013-10-07","zxDH3YHNGMSd4V7BwBxjaA",4,"review","L-cexm4-3KDqtL6kGfjzBA",2,0,1,"Starbucks","Food,Coffee & Tea","Fitchburg","WI","Coffee",7,-1,-0.142857142857143,2,3,0.6
"_doh-sAAPhUy7SvOkK5_lA","2014-12-01","YIAhW5ZH8nW-9kNKpdiQ0Q",5,"review","bJU6SHipYbw6PiNs5k47Ng",0,0,0,"Starbucks","Food,Coffee & Tea","Fitchburg","WI","Coffee",9,3,0.333333333333333,2,4,0.666666666666667
"_doh-sAAPhUy7SvOkK5_lA","2014-12-20","2ury0UhpYBR-pcSfeSA4ng",3,"review","RvweNJFVkR3ttkWsIBy7nQ",0,0,1,"Starbucks","Food,Coffee & Tea","Fitchburg","WI","Coffee",8,0,0,2,2,0.5
"_JGhQ6BkMqdiDrDIIO4bVg","2013-10-21","0NDg3XSPFEjrE95nZox0hw",4,"review","gXvP7LWHZJhoP7njsJ97dw",5,6,7,"Wells Fargo Bank","Banks & Credit Unions,Financial Services","Surprise","AZ","Banking",15,9,0.6,1,6,0.857142857142857
"_JGhQ6BkMqdiDrDIIO4bVg","2013-10-30","kLQbHm67sOL6ncdGgamwnw",5,"review","V0FpHvMOsrtqURt18glAew",0,0,0,"Wells Fargo Bank","Banks & Credit Unions,Financial Services","Surprise","AZ","Banking",2,2,1,0,2,1
"_JGhQ6BkMqdiDrDIIO4bVg","2014-12-29","F2UZ2wjV10iwy0-6WImiFQ",1,"review","UoaC8YC4Z_rssccxV8nI-g",0,0,1,"Wells Fargo Bank","Banks & Credit Unions,Financial Services","Surprise","AZ","Banking",1,-2,-2,1,0,1
"_lDDgqKSwzYKNiCqdGQLHw","2009-08-28","5FDchlDT2P3WkpW0cNIqXg",2,"review","GyFmGA5UQZ4pXdx1lUH86g",2,3,4,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",9,-3,-0.333333333333333,2,1,0.666666666666667
"_lDDgqKSwzYKNiCqdGQLHw","2009-08-29","2pONmO9JabpucActpOKtnQ",2,"review","joIzw_aUiNvBTuGoytrH7g",1,1,2,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",4,-6,-1.5,3,0,1
"_lDDgqKSwzYKNiCqdGQLHw","2010-06-11","7qNcjFx9Mi4QfzhY63myFA",5,"review","CPzYvUVrJ8H7nF0WH5UGJA",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",3,0,0,1,1,0.5
"_lDDgqKSwzYKNiCqdGQLHw","2011-01-08","TR9tGTzo6rbz3bFAl44CNQ",5,"review","pw-k3TMjt1ZNB2-iRVTDlQ",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",1,1,1,0,1,1
"_lDDgqKSwzYKNiCqdGQLHw","2011-02-01","wUChOPiBX2nimJWXs6-d_w",5,"review","pw-k3TMjt1ZNB2-iRVTDlQ",0,1,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",1,2,2,0,1,1
"_lDDgqKSwzYKNiCqdGQLHw","2011-04-07","nOqySpxb4r6ZO_XctCrTmA",2,"review","2L4sTgOqCgh8HB0Aljf2yg",0,0,1,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",8,1,0.125,2,2,0.5
"_lDDgqKSwzYKNiCqdGQLHw","2011-07-02","OxvQeuyvUrEOUvpaSCo2Iw",3,"review","P_LzcrlVXFdgBq_24UnlUw",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",2,5,2.5,0,2,0
"_lDDgqKSwzYKNiCqdGQLHw","2012-01-23","NchbrGOLOh9AWDQdRlj8BA",3,"review","Psh8PaEh8c2Wn8YjwyGVvA",0,0,1,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",5,3,0.6,1,2,0.333333333333333
"_lDDgqKSwzYKNiCqdGQLHw","2012-05-26","uBl5eOWiyA5mA5P5RLK7ow",4,"review","iJ82DOp1IdwZOGbjdbAYsA",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",4,5,1.25,1,2,0.666666666666667
"_lDDgqKSwzYKNiCqdGQLHw","2012-09-09","w_EdEgG6IBZgsp0uuwq64A",5,"review","mP1tArLg-SrDmsW0ch8NPw",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",4,2,0.5,0,2,1
"_lDDgqKSwzYKNiCqdGQLHw","2012-11-29","_AGRRm7kcWvfsQNiZkwIOw",3,"review","AefRoI7j0OXlnMi8LtqaLg",0,0,1,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",9,4,0.444444444444444,1,5,0.166666666666667
"_lDDgqKSwzYKNiCqdGQLHw","2013-04-03","rBlSG_n4XZhlb7Povg-LYA",4,"review","xaEtXJM62xy-jdGyevR7VQ",0,0,2,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",1,0,0,0,0,NA
"_lDDgqKSwzYKNiCqdGQLHw","2013-08-18","a5Ca-0KetB_Y_7gORh2Uhw",1,"review","BM9GsU0npKWco36l2TQBHg",0,1,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",2,0,0,1,1,0.5
"_lDDgqKSwzYKNiCqdGQLHw","2013-08-19","U03_9lZ_fXtCGoD8XjcYow",5,"review","CYHX8nnPoqclfWSsl1JWnA",1,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",8,3,0.375,1,3,0.75
"_lDDgqKSwzYKNiCqdGQLHw","2013-12-14","3qAATYpMjMvlMfWaDLOdEQ",1,"review","VBYo656T3y1VN4M7cfUhPw",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",4,0,0,2,2,0.5
"_lDDgqKSwzYKNiCqdGQLHw","2014-01-15","5kI4PAi9m8-lUIrqo2ae3g",2,"review","m2WyK2xfZHCfcVP9R4JDIQ",0,0,1,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",3,2,0.666666666666667,0,1,0
"_lDDgqKSwzYKNiCqdGQLHw","2014-01-16","yzkx77L8IxlLajOVuJiZNw",5,"review","hbv3fXA7naX83YcBSxJChQ",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",6,2,0.333333333333333,1,2,0.666666666666667
"_lDDgqKSwzYKNiCqdGQLHw","2014-02-11","CAb-lTLXbV_NbZnCFX97Sg",5,"review","2VHg1G330ms2smSwi3pj0w",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",3,1,0.333333333333333,0,1,1
"_lDDgqKSwzYKNiCqdGQLHw","2014-02-16","5AZ5LaftyJo_5lfcqZN-EQ",5,"review","Q0xlcYXBhTx6XKMdkTtUUQ",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",5,4,0.8,0,4,1
"_lDDgqKSwzYKNiCqdGQLHw","2014-03-22","4IdmfitZ-outdgKm2qPzww",5,"review","QlXZDe4QAWB1yxaqKjaq9w",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",4,4,1,0,4,1
"_lDDgqKSwzYKNiCqdGQLHw","2014-03-23","Bem1CnDM9xP6Rpj2HqsFMA",1,"review","num4D2liA8yNkHcvSvnu0A",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",5,-1,-0.2,1,0,1
"_lDDgqKSwzYKNiCqdGQLHw","2014-07-02","bxTA26EtYauyFQ973tsIvA",5,"review","zRqaAdYSiuYdG4LuFfWcdw",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",4,2,0.5,1,2,0.666666666666667
"_lDDgqKSwzYKNiCqdGQLHw","2014-10-15","MZkaWHobuJkrlUn9b-xdZA",4,"review","KJDymAcoPiW_vuqthGxfpQ",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",6,7,1.16666666666667,0,4,1
"_lDDgqKSwzYKNiCqdGQLHw","2014-11-02","fOY2BqSeRnos2qbGjL98dA",4,"review","f9qlFSrJBZZ6zCg97YTeOg",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",6,-1,-0.166666666666667,2,1,0.333333333333333
"_lDDgqKSwzYKNiCqdGQLHw","2014-11-07","UcK7mXLTnHf9M6KxCkj8sg",5,"review","669RHCN6mDfz_Gr3iyVLnA",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",4,2,0.5,0,2,1
"_lDDgqKSwzYKNiCqdGQLHw","2014-12-19","kGz_nmoG12UFTyUeVSVhgQ",5,"review","ily_sYEe7QW7PeDYZG5nbg",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",2,1,0.5,0,1,1
"_mShxIt_9LoNW2VnNk3EZw","2008-11-21","oL_puyifLvHlAfIsG-88Qg",3,"review","ITwewV_k1EcFgxfWNlssqQ",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",9,0,0,2,2,0.5
"_mShxIt_9LoNW2VnNk3EZw","2010-04-14","X7XCPfcpAIHSgWv5EL6oPw",2,"review","oT_pFRtpN-sDhfaEmeMHtg",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",3,-2,-0.666666666666667,2,1,0.666666666666667
"_mShxIt_9LoNW2VnNk3EZw","2011-01-11","51YlLO5M7Zdd-dm0wqL22A",3,"review","Ul93T_U5jDh1FIIpiiTxuw",1,0,1,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",12,12,1,1,7,0.125
"_mShxIt_9LoNW2VnNk3EZw","2011-01-12","WrRLnmxvtV3nFpf6GXDn2w",3,"review","C3j3opcesIOdPoy7qzGgVQ",1,0,1,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",11,-1,-0.0909090909090909,4,2,0.666666666666667
"_mShxIt_9LoNW2VnNk3EZw","2011-01-12","u-wKiDR9SiiQAVsBT2IS6Q",4,"review","ED6n40WmZJm0AvsKkG7iaw",0,0,1,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",5,-3,-0.6,3,1,0.25
"_mShxIt_9LoNW2VnNk3EZw","2011-08-14","VAIJGpQqpmKge7I8Te-qHA",3,"review","wGWFzdgnSEe7C6UjoW8Q3g",0,0,1,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",4,1,0.25,1,1,0.5
"_mShxIt_9LoNW2VnNk3EZw","2011-08-20","HUiS6Gb1zUMcMIg6obKuPg",3,"review","BEmTEg3RsHZs5nC7gnW-Qw",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",5,-1,-0.2,2,2,0.5
"_mShxIt_9LoNW2VnNk3EZw","2011-08-23","JEysi6rJaEUaQ7Ag0x8_Cw",3,"review","A6bPFcUjuuayRBoyybedDQ",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",9,5,0.555555555555556,1,5,0.166666666666667
"_mShxIt_9LoNW2VnNk3EZw","2011-08-25","qlnd4fuJM_BtlC6IGxwHjA",3,"review","M-TwsqjrGVH9-qyw2KcvdQ",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",9,5,0.555555555555556,3,4,0.428571428571429
"_mShxIt_9LoNW2VnNk3EZw","2011-10-16","mli62dDIbnk39ndp1J_0AQ",3,"review","_X0Xt2z5Q7GESxxRzvy4_g",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",3,6,2,0,2,0
"_mShxIt_9LoNW2VnNk3EZw","2012-01-08","KWmEGghIHYHl8NEDY4oe4A",3,"review","lpZtfD-vCqUER1yGKEvUPw",0,0,4,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",10,0,0,3,4,0.428571428571429
"_mShxIt_9LoNW2VnNk3EZw","2012-02-17","_PlEdVdke6UbllcfX1iveA",2,"review","OqPdU2th2Qqr1w3fnfHevA",0,0,2,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",5,2,0.4,1,3,0.25
"_mShxIt_9LoNW2VnNk3EZw","2012-03-07","VRUv6svH6stLhGaDu3YJaA",4,"review","KSwW-D8RKH6UBJJCDg3tTg",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",1,1,1,0,1,1
"_mShxIt_9LoNW2VnNk3EZw","2012-08-04","AlbCrPqR8B69a8ky0HKykg",4,"review","JXJ1LSo38p9LgFNlkvVkig",0,0,1,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",3,3,1,0,2,1
"_mShxIt_9LoNW2VnNk3EZw","2012-09-14","zmoSfLC6kVfbzZY57vAKdQ",1,"review","clYQ7-t3gk4Z1RmazofRfA",0,1,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",3,0,0,0,0,NA
